genome_id,prediction_NNM,prediction_gRodon_clade,prediction_gRodon_pkg,prediction_phylopred,prediction_Phydon,prediction_xTrimoPhylo_MLP,k_clade,kk,phy_distance,label,cv_0,cv_1,cv_2,cv_3,cv_4,cv_5,cv_6,cv_7,cv_8,cv_9
GCF_001969855.1,0.251498578,1.755799427,1.756581806,0.267527644,1.071006345,0.446176827,10,5,4.057080848,1.195081346,train,train,train,train,test,train,train,train,train,train
GCF_001976655.1,0.383868949,0.255454706,0.255199433,0.350929612,0.312410553,0.569187999,10,1,4.06332724559989,1.066380278,test,train,train,train,train,train,train,train,train,train
GCF_001986085.1,0.383868949,0.422653665,0.422496148,0.350929612,0.426258117,0.43891719,10,1,4.06332724559989,0.521163294,test,train,train,train,train,train,train,train,train,train
GCF_001990485.1,0.081897444,0.085630145,0.085644568,0.341808957,0.283000337,0.506904185,10,3,4.014557272,1.307824869,train,train,test,train,train,train,train,train,train,train
GCF_001999545.1,0.081897444,0.095776344,0.095831215,0.341808957,0.300586735,0.502150297,10,3,4.014557272,0.359143617,train,train,test,train,train,train,train,train,train,train
GCF_001999555.1,0.081897444,0.096747276,0.096705617,0.341808957,0.302212017,0.503440022,10,3,4.014557272,0.359143617,train,train,test,train,train,train,train,train,train,train
GCF_001999595.1,0.081897444,0.095871956,0.095843141,0.341808957,0.300752067,0.503525376,10,3,4.014557272,0.359143617,train,train,test,train,train,train,train,train,train,train
GCF_001999645.1,0.081897444,0.095776344,0.09582989,0.341808957,0.300586735,0.503421307,10,3,4.014557272,0.359143617,train,train,test,train,train,train,train,train,train,train
GCF_001999655.1,0.081897444,0.104517554,0.104499801,0.341808957,0.316057449,0.504898906,10,3,4.014557272,1.307824869,train,train,test,train,train,train,train,train,train,train
GCF_001999705.1,0.081897444,0.110242075,0.11024385,0.341808957,0.325791823,0.506814122,10,3,4.014557272,1.307824869,train,train,test,train,train,train,train,train,train,train
GCF_002007845.1,0.251498578,0.103680045,0.103635779,0.267527644,0.111701588,0.158891663,10,5,4.057080848,0.036101416,train,train,train,train,test,train,train,train,train,train
GCF_002008165.1,0.383868949,0.436552202,0.436380748,0.350929612,0.303039152,0.258943558,10,1,4.06332724559989,0.411770602,test,train,train,train,train,train,train,train,train,train
GCF_002014505.1,0.251498578,1.057144388,1.057110234,0.267527644,0.520952993,0.523742855,10,5,4.057080848,1.485315387,train,train,train,train,test,train,train,train,train,train
GCF_002024225.1,0.251498578,0.109063229,0.108939158,0.267527644,0.113401819,0.165328771,10,5,4.057080848,0.036101416,train,train,train,train,test,train,train,train,train,train
GCF_002028105.1,0.251498578,0.339154266,0.339262484,0.267527644,0.309466792,0.493129075,10,5,4.057080848,1.611970187,train,train,train,train,test,train,train,train,train,train
GCF_002050515.1,0.251498578,0.80610274,0.80682945,0.267527644,0.832858746,0.684711635,10,5,4.057080848,1.28360589,train,train,train,train,test,train,train,train,train,train
GCF_002055515.1,0.341045279,0.487929565,0.488338157,0.350929612,0.408670581,0.693319798,10,1,4.06332724559989,1.17482573,test,train,train,train,train,train,train,train,train,train
GCF_002055535.1,0.251498578,1.922406228,1.92220516,0.267527644,0.835499536,0.373848379,10,5,4.057080848,1.65035043,train,train,train,train,test,train,train,train,train,train
GCF_002081735.1,0.383868949,1.018201146,1.01843547,0.350929612,0.608891257,0.24803704,10,1,4.06332724559989,0.835117085,test,train,train,train,train,train,train,train,train,train
GCF_002081895.1,0.383868949,0.920290199,0.920881069,0.350929612,0.565455703,0.239203736,10,1,4.06332724559989,0.835117085,test,train,train,train,train,train,train,train,train,train
GCF_002089195.1,0.251498578,0.1296333,0.129705685,0.267527644,0.192243539,0.218970597,10,5,4.057080848,0.069314718,train,train,train,train,test,train,train,train,train,train
GCF_002097535.1,0.251498578,0.652624235,0.65323455,0.267527644,0.483060321,0.486180335,10,5,4.057080848,1.332975347,train,train,train,train,test,train,train,train,train,train
GCF_002101185.1,0.383868949,0.227587055,0.227417954,0.350929612,0.264827735,0.472687691,10,1,4.06332724559989,0.23104906,test,train,train,train,train,train,train,train,train,train
GCF_002151485.1,0.437717683,0.18127391,0.181262338,0.355231546,0.196347854,0.247902811,10,9,4.37197891320676,0.173286795,train,train,train,train,train,train,train,train,test,train
GCF_002175175.1,0.383868949,0.293216362,0.293432893,0.350929612,0.289261675,0.160190135,10,1,4.06332724559989,0.415058192,test,train,train,train,train,train,train,train,train,train
GCF_002179535.1,0.383868949,1.025872724,1.02491081,0.350929612,0.612831503,0.234349772,10,1,4.06332724559989,0.835117085,test,train,train,train,train,train,train,train,train,train
GCF_002189005.1,0.251498578,0.189319534,0.189296551,0.267527644,0.22242372,0.512161851,10,5,4.057080848,2.665950694,train,train,train,train,test,train,train,train,train,train
GCF_002192155.1,0.383868949,0.363446752,0.363265647,0.350929612,0.366850715,0.322319508,10,1,4.06332724559989,0.34657359,test,train,train,train,train,train,train,train,train,train
GCF_002198805.1,0.380958397,0.70305807,0.702846462,0.350929612,0.580550884,0.553469539,10,1,4.06332724559989,3.013683394,test,train,train,train,train,train,train,train,train,train
GCF_002199105.1,0.380958397,0.733554672,0.73348908,0.350929612,0.597860205,0.555229723,10,1,4.06332724559989,3.013683394,test,train,train,train,train,train,train,train,train,train
GCF_002203055.1,0.251498578,3.032875222,3.032139897,0.267527644,1.264662756,0.01036815,10,5,4.057080848,1.223200907,train,train,train,train,test,train,train,train,train,train
GCF_002203395.1,0.251498578,2.923827005,2.92343813,0.267527644,1.225292897,0.016281564,10,5,4.057080848,1.223200907,train,train,train,train,test,train,train,train,train,train
GCF_002206105.1,0.383868949,0.115391446,0.115455257,0.350929612,0.183268128,0.282777816,10,1,4.06332724559989,0.270760617,test,train,train,train,train,train,train,train,train,train
GCF_002208765.2,0.380958397,0.309165765,0.30923363,0.350929612,0.242850104,0.669710219,10,1,4.06332724559989,0.264559993,test,train,train,train,train,train,train,train,train,train
GCF_002215135.1,0.341045279,2.912125854,2.911159935,0.350929612,1.734334766,0.381344974,10,1,4.06332724559989,2.772588722,test,train,train,train,train,train,train,train,train,train
GCF_002215535.1,0.251498578,0.593267816,0.593702082,0.267527644,0.334763057,0.519273639,10,5,4.057080848,2.100446002,train,train,train,train,test,train,train,train,train,train
GCF_002216005.1,0.350853375,0.069672898,0.069702263,0.267527644,0.169623313,0.291269988,10,5,4.057080848,0.23104906,train,train,train,train,test,train,train,train,train,train
GCF_002217315.1,0.383868949,0.448306161,0.448290765,0.350929612,0.323064099,0.673677623,10,1,4.06332724559989,0.178646181,test,train,train,train,train,train,train,train,train,train
GCF_002217655.1,0.251498578,0.194083783,0.194017573,0.267527644,0.374930443,0.480290413,10,5,4.057080848,0.277258872,train,train,train,train,test,train,train,train,train,train
GCF_002220155.1,0.383868949,0.386615742,0.386606716,0.350929612,0.293767164,0.386784554,10,1,4.06332724559989,1.540327068,test,train,train,train,train,train,train,train,train,train
GCF_002224265.1,0.341045279,2.935774462,2.937064324,0.350929612,1.748436457,0.407735735,10,1,4.06332724559989,2.772588722,test,train,train,train,train,train,train,train,train,train
GCF_002237975.1,0.251498578,2.207245763,2.208178339,0.267527644,1.288520678,0.420245677,10,5,4.057080848,0.75,train,train,train,train,test,train,train,train,train,train
GCF_002243665.1,0.251498578,0.197782215,0.197624218,0.267527644,0.379525263,0.494825929,10,5,4.057080848,0.277258872,train,train,train,train,test,train,train,train,train,train
GCF_002251655.1,0.383868949,0.330602496,0.330778898,0.350929612,0.315977381,0.328178614,10,1,4.06332724559989,0.693147181,test,train,train,train,train,train,train,train,train,train
GCF_002251695.1,0.383868949,0.351047463,0.351298556,0.350929612,0.329169071,0.264642507,10,1,4.06332724559989,0.693147181,test,train,train,train,train,train,train,train,train,train
GCF_002278455.1,0.341045279,2.999723044,2.99933873,0.350929612,1.780520922,0.370833904,10,1,4.06332724559989,2.772588722,test,train,train,train,train,train,train,train,train,train
GCF_002300335.1,0.350853375,0.121271422,0.121166867,0.267527644,0.36915366,0.389331281,10,5,4.057080848,0.587412865,train,train,train,train,test,train,train,train,train,train
GCF_002300375.1,0.350853375,0.120208648,0.12013574,0.267527644,0.36734707,0.380660027,10,5,4.057080848,0.587412865,train,train,train,train,test,train,train,train,train,train
GCF_002300755.2,0.380958397,0.821643455,0.82136175,0.350929612,0.658684785,0.455962986,10,1,4.06332724559989,2.038668178,test,train,train,train,train,train,train,train,train,train
GCF_002304055.1,0.251498578,0.135491683,0.135573607,0.267527644,0.196551968,0.211547166,10,5,4.057080848,0.069314718,train,train,train,train,test,train,train,train,train,train
GCF_002368015.1,0.466353886,0.083730607,0.083788311,0.34389792,0.141315939,1.107814431,10,4,4.014557272,0.043321699,train,train,train,test,train,train,train,train,train,train
GCF_002384255.1,0.192411916,0.216026413,0.21611548,0.267527644,0.312846218,0.147915602,10,5,4.057080848,0.753420848,train,train,train,train,test,train,train,train,train,train
GCF_002411775.1,0.341045279,0.46733837,0.46774221,0.350929612,0.430222071,0.655409157,10,1,4.06332724559989,0.95,test,train,train,train,train,train,train,train,train,train
GCF_002412335.2,0.383430404,0.106601314,0.106654436,0.34389792,0.139974738,0.957971811,10,4,4.014557272,0.03958579,train,train,train,test,train,train,train,train,train,train
GCF_002419105.1,0.251498578,0.770690621,0.771449283,0.267527644,0.57704072,0.366316229,10,5,4.057080848,0.359143617,train,train,train,train,test,train,train,train,train,train
GCF_002442515.1,0.251498578,0.63199769,0.631511644,0.267527644,0.389806035,0.624221921,10,5,4.057080848,1.444056626,train,train,train,train,test,train,train,train,train,train
GCF_002462395.1,0.251498578,0.185800478,0.185850274,0.267527644,0.168672877,0.209531754,10,5,4.057080848,0.066014017,train,train,train,train,test,train,train,train,train,train
GCF_002564225.1,0.350853375,0.119570182,0.119436061,0.267527644,0.366365323,0.389558703,10,5,4.057080848,0.587412865,train,train,train,train,test,train,train,train,train,train
GCF_002568285.1,0.251498578,1.261918369,1.262333237,0.267527644,0.7045613,0.487811565,10,5,4.057080848,1.611970187,train,train,train,train,test,train,train,train,train,train
GCF_002572835.1,0.251498578,0.247930409,0.247897851,0.267527644,0.256205391,-0.076815881,10,5,4.057080848,0.135911212,train,train,train,train,test,train,train,train,train,train
GCF_002633945.1,0.380958397,0.06811079,0.068087108,0.350929612,0.136566596,0.053597867,10,1,4.06332724559989,0.072202831,test,train,train,train,train,train,train,train,train,train
GCF_002634085.1,0.380958397,0.06962896,0.069651133,0.350929612,0.13807428,0.038638726,10,1,4.06332724559989,0.072202831,test,train,train,train,train,train,train,train,train,train
GCF_002685565.1,0.380958397,0.037415854,0.037395051,0.350929612,0.096008855,0.189537764,10,1,4.06332724559989,0.124891384,test,train,train,train,train,train,train,train,train,train
GCF_002706795.1,0.251498578,0.830943113,0.830215811,0.267527644,0.611648907,0.355043501,10,5,4.057080848,0.359143617,train,train,train,train,test,train,train,train,train,train
GCF_002707095.1,0.380958397,0.08627353,0.086257396,0.350929612,0.142071024,0.188762501,10,1,4.06332724559989,0.124891384,test,train,train,train,train,train,train,train,train,train
GCF_002721235.1,0.466353886,0.187987002,0.188120062,0.34389792,0.173587792,1.206574082,10,4,4.014557272,0.182407153,train,train,train,test,train,train,train,train,train,train
GCF_002741705.1,0.251498578,1.842929026,1.844457639,0.267527644,1.10591239,0.409199417,10,5,4.057080848,0.75,train,train,train,train,test,train,train,train,train,train
GCF_002750515.1,0.383868949,0.291000153,0.291103767,0.350929612,0.287692112,0.158679992,10,1,4.06332724559989,0.415058192,test,train,train,train,train,train,train,train,train,train
GCF_002752655.1,0.380958397,0.231980753,0.23222567,0.350929612,0.243709609,0.199364737,10,1,4.06332724559989,0.0052912,test,train,train,train,train,train,train,train,train,train
GCF_002753655.1,0.383868949,0.629252278,0.629675854,0.350929612,0.403279697,0.389239669,10,1,4.06332724559989,2.100446002,test,train,train,train,train,train,train,train,train,train
GCF_002754055.1,0.383868949,0.110648271,0.11066628,0.350929612,0.179084684,0.285407364,10,1,4.06332724559989,0.270760617,test,train,train,train,train,train,train,train,train,train
GCF_002804265.1,0.380958397,0.262964857,0.263024013,0.350929612,0.251526267,0.508174598,10,1,4.06332724559989,0.300063715,test,train,train,train,train,train,train,train,train,train
GCF_002809955.1,0.251498578,0.160099595,0.160168958,0.267527644,0.374176605,0.49722743,10,5,4.057080848,2.888113252,train,train,train,train,test,train,train,train,train,train
GCF_002833125.1,0.251498578,0.683702186,0.684116838,0.267527644,0.55652462,0.076647989,10,5,4.057080848,0.459037868,train,train,train,train,test,train,train,train,train,train
GCF_002837115.1,0.380958397,0.166325041,0.16644587,0.350929612,0.167801942,0.248933151,10,1,4.06332724559989,0.344849344,test,train,train,train,train,train,train,train,train,train
GCF_002837955.2,0.341045279,0.641925612,0.642338227,0.350929612,0.538606787,0.660045445,10,1,4.06332724559989,0.95,test,train,train,train,train,train,train,train,train,train
GCF_002854515.1,0.380958397,0.75131733,0.750972027,0.350929612,0.618700683,0.448239267,10,1,4.06332724559989,2.038668178,test,train,train,train,train,train,train,train,train,train
GCF_002857665.1,0.383868949,0.215518129,0.215685092,0.350929612,0.256901945,0.471030146,10,1,4.06332724559989,0.23104906,test,train,train,train,train,train,train,train,train,train
GCF_002879995.1,0.383868949,0.160864975,0.16090888,0.350929612,0.216850643,0.214167342,10,1,4.06332724559989,0.024755256,test,train,train,train,train,train,train,train,train,train
GCF_002893205.1,0.466353886,0.085367917,0.085345085,0.34389792,0.146158371,0.989511967,10,4,4.014557272,0.069916667,train,train,train,test,train,train,train,train,train,train
GCF_002893285.1,0.466353886,0.083138686,0.083181987,0.34389792,0.144948125,0.998904765,10,4,4.014557272,0.069916667,train,train,train,test,train,train,train,train,train,train
GCF_002895525.1,0.061630869,0.05786946,0.057832146,0.341808957,0.183152249,0.480536729,10,3,4.014557272,0.521163294,train,train,test,train,train,train,train,train,train,train
GCF_002895605.1,0.061630869,0.06908977,0.06916118,0.341808957,0.197266903,0.479782373,10,3,4.014557272,0.041831453,train,train,test,train,train,train,train,train,train,train
GCF_002914945.1,0.251498578,0.876918739,0.876403061,0.267527644,0.450330543,0.39323014,10,5,4.057080848,0.630133801,train,train,train,train,test,train,train,train,train,train
GCF_002916255.1,0.383868949,0.478568041,0.478725865,0.350929612,0.356588638,0.265153766,10,1,4.06332724559989,0.547221458,test,train,train,train,train,train,train,train,train,train
GCF_002916695.1,0.437717683,0.069191533,0.069238556,0.355231546,0.089418977,0.234080851,10,9,4.37197891320676,0.11552453,train,train,train,train,train,train,train,train,test,train
GCF_002928255.1,0.251498578,0.146932214,0.146890561,0.267527644,0.205242423,0.200070545,10,5,4.057080848,0.069314718,train,train,train,train,test,train,train,train,train,train
GCF_002939725.1,0.380958397,0.190923683,0.190933857,0.350929612,0.218591197,0.169145316,10,1,4.06332724559989,0.155763411,test,train,train,train,train,train,train,train,train,train
GCF_002942985.1,0.380958397,0.232921204,0.233131703,0.350929612,0.269003461,0.439964205,10,1,4.06332724559989,1.195081346,test,train,train,train,train,train,train,train,train,train
GCF_002967055.1,0.380958397,0.067100647,0.067127698,0.350929612,0.13297907,0.101435952,10,1,4.06332724559989,0.288811325,test,train,train,train,train,train,train,train,train,train
GCF_002980385.1,0.383868949,0.663345737,0.663298737,0.350929612,0.418323406,0.401215702,10,1,4.06332724559989,2.100446002,test,train,train,train,train,train,train,train,train,train
GCF_002985265.1,0.383868949,0.453622888,0.453333669,0.350929612,0.294542095,1.039802313,10,1,4.06332724559989,1.611970187,test,train,train,train,train,train,train,train,train,train
GCF_002988975.1,0.383868949,0.452434774,0.452830196,0.350929612,0.295084148,0.964980423,10,1,4.06332724559989,1.611970187,test,train,train,train,train,train,train,train,train,train
GCF_002989615.1,0.383868949,0.473303937,0.473396517,0.350929612,0.302862294,0.983430624,10,1,4.06332724559989,1.611970187,test,train,train,train,train,train,train,train,train,train
GCF_002995555.1,0.192411916,0.757298718,0.757620702,0.267527644,0.552125063,0.392098397,10,5,4.057080848,0.630133801,train,train,train,train,test,train,train,train,train,train
GCF_002995745.1,0.251498578,0.205949354,0.205907727,0.267527644,0.1446346,0.537429154,10,5,4.057080848,0.045363035,train,train,train,train,test,train,train,train,train,train
GCF_002995755.1,0.350853375,0.043615175,0.043616382,0.267527644,0.170031223,0.215609625,10,5,4.057080848,0.330070086,train,train,train,train,test,train,train,train,train,train
GCF_002995805.1,0.350853375,0.064715633,0.064713582,0.267527644,0.206588917,0.181825161,10,5,4.057080848,0.013127788,train,train,train,train,test,train,train,train,train,train
GCF_002995935.1,0.437717683,0.178734549,0.178821315,0.355231546,0.194763936,0.242194012,10,9,4.37197891320676,0.173286795,train,train,train,train,train,train,train,train,test,train
GCF_003010555.1,0.380958397,0.373049067,0.372980618,0.350929612,0.31419579,0.333026826,10,1,4.06332724559989,0.815467271,test,train,train,train,train,train,train,train,train,train
GCF_003014985.1,0.251498578,0.193471708,0.193281797,0.267527644,0.211358752,0.493424714,10,5,4.057080848,0.714584722,train,train,train,train,test,train,train,train,train,train
GCF_003025615.1,0.380958397,0.595713995,0.595640784,0.350929612,0.326379046,0.364736915,10,1,4.06332724559989,0.4200892,test,train,train,train,train,train,train,train,train,train
GCF_003030305.1,0.251498578,0.256412294,0.256588132,0.267527644,0.261812688,-0.074845731,10,5,4.057080848,0.135911212,train,train,train,train,test,train,train,train,train,train
GCF_003034305.1,0.671095743,0.366267049,0.366434331,0.420422244,0.400649307,0.994891167,10,7,4.14749238627446,0.407733636,train,train,train,train,train,train,test,train,train,train
GCF_003034315.1,0.671095743,0.372356947,0.372319482,0.420422244,0.40402421,1.036398292,10,7,4.14749238627446,0.407733636,train,train,train,train,train,train,test,train,train,train
GCF_003044395.1,0.380958397,0.52775966,0.527589573,0.350929612,0.330054165,0.576735377,10,1,4.06332724559989,1.299650964,test,train,train,train,train,train,train,train,train,train
GCF_003044445.1,0.380958397,0.556586326,0.556476542,0.350929612,0.342536472,0.637779415,10,1,4.06332724559989,1.299650964,test,train,train,train,train,train,train,train,train,train
GCF_003051085.1,0.251498578,2.374651055,2.374604935,0.267527644,1.255265086,0.470134467,10,5,4.057080848,0.120968094,train,train,train,train,test,train,train,train,train,train
GCF_003054575.1,0.383868949,0.338426379,0.338500357,0.350929612,0.296789967,0.36493665,10,1,4.06332724559989,0.407733636,test,train,train,train,train,train,train,train,train,train
GCF_003057965.1,0.061630869,0.08911357,0.089076294,0.341808957,0.22086296,0.474372506,10,3,4.014557272,0.049510513,train,train,test,train,train,train,train,train,train,train
GCF_003059445.1,0.409685212,0.140092606,0.139939268,0.354442299,0.176870442,0.780092955,10,6,4.172196966,0.290019741,train,train,train,train,train,test,train,train,train,train
GCF_003096055.1,0.380958397,0.103228599,0.103225242,0.350929612,0.134203186,0.858865201,10,1,4.06332724559989,0.019580429,test,train,train,train,train,train,train,train,train,train
GCF_003096175.1,0.251498578,0.189337308,0.189157074,0.267527644,0.194109677,0.559318542,10,5,4.057080848,0.288811325,train,train,train,train,test,train,train,train,train,train
GCF_003111925.1,0.380958397,0.219516198,0.219739786,0.350929612,0.235863547,0.207773566,10,1,4.06332724559989,0.155763411,test,train,train,train,train,train,train,train,train,train
GCF_003113265.1,0.380958397,0.271125157,0.270834674,0.350929612,0.260417384,0.31794861,10,1,4.06332724559989,0.003706669,test,train,train,train,train,train,train,train,train,train
GCF_003137315.1,0.380958397,0.529844723,0.53021279,0.350929612,0.338945666,0.429596692,10,1,4.06332724559989,2.390162692,test,train,train,train,train,train,train,train,train,train
GCF_003148465.1,0.061630869,0.210000629,0.210000055,0.341808957,0.373297983,0.523232937,10,3,4.014557272,0.15068417,train,train,test,train,train,train,train,train,train,train
GCF_003148585.1,0.380958397,0.327658895,0.327667193,0.350929612,0.266735249,0.678817987,10,1,4.06332724559989,0.277258872,test,train,train,train,train,train,train,train,train,train
GCF_003253775.1,0.251498578,0.050603163,0.050595793,0.267527644,0.111949308,-0.318681121,10,5,4.057080848,0.002888113,train,train,train,train,test,train,train,train,train,train
GCF_003261095.1,0.383868949,0.070533854,0.070589566,0.350929612,0.127121792,0.027098222,10,1,4.06332724559989,0.038508177,test,train,train,train,train,train,train,train,train,train
GCF_003287205.1,0.383868949,0.233484572,0.233492953,0.350929612,0.300082983,0.622584343,10,1,4.06332724559989,1.777300463,test,train,train,train,train,train,train,train,train,train
GCF_003287665.1,0.380958397,0.351309032,0.351013916,0.350929612,0.299159721,0.185005918,10,1,4.06332724559989,0.949516686,test,train,train,train,train,train,train,train,train,train
GCF_003294095.1,0.380958397,0.19563471,0.19544542,0.350929612,0.220209328,0.130692467,10,1,4.06332724559989,0.154032707,test,train,train,train,train,train,train,train,train,train
GCF_003294465.1,0.380958397,0.184825904,0.184794897,0.350929612,0.213743704,0.134188727,10,1,4.06332724559989,0.154032707,test,train,train,train,train,train,train,train,train,train
GCF_003312765.2,0.380958397,0.178995415,0.179130942,0.350929612,0.196647443,0.137918979,10,1,4.06332724559989,0.282917217,test,train,train,train,train,train,train,train,train,train
GCF_003315235.1,0.380958397,0.230617835,0.23049587,0.350929612,0.266686987,0.482196212,10,1,4.06332724559989,1.195081346,test,train,train,train,train,train,train,train,train,train
GCF_003331125.1,0.383868949,0.115244001,0.115286272,0.350929612,0.186920182,-0.135373414,10,1,4.06332724559989,0.032090147,test,train,train,train,train,train,train,train,train,train
GCF_003343245.1,0.380958397,0.367500599,0.367113596,0.350929612,0.308051071,0.189858541,10,1,4.06332724559989,0.949516686,test,train,train,train,train,train,train,train,train,train
GCF_003343425.1,0.251498578,1.38408041,1.383251208,0.267527644,0.643186465,0.533370018,10,5,4.057080848,2.888113252,train,train,train,train,test,train,train,train,train,train
GCF_003351105.1,0.081897444,0.111896368,0.111980352,0.341808957,0.372261183,0.508777082,10,3,4.014557272,1.155245301,train,train,test,train,train,train,train,train,train,train
GCF_003351165.1,0.383868949,0.608136006,0.608130532,0.350929612,0.447896654,0.234468445,10,1,4.06332724559989,0.393358,test,train,train,train,train,train,train,train,train,train
GCF_003367075.2,0.466353886,0.080359589,0.080453506,0.34389792,0.143210619,1.067001462,10,4,4.014557272,0.069916667,train,train,train,test,train,train,train,train,train,train
GCF_003384255.1,0.251498578,0.259844381,0.259839249,0.267527644,0.263890187,-0.075427316,10,5,4.057080848,0.135911212,train,train,train,train,test,train,train,train,train,train
GCF_003491405.1,0.383868949,0.061107835,0.061155369,0.350929612,0.138902198,0.748801947,10,1,4.06332724559989,0.049510513,test,train,train,train,train,train,train,train,train,train
GCF_003501305.1,0.380958397,0.171086185,0.171151678,0.350929612,0.183508693,-0.032222092,10,1,4.06332724559989,0.069314718,test,train,train,train,train,train,train,train,train,train
GCF_003510725.1,0.251498578,0.07253176,0.072557304,0.267527644,0.269279708,0.409069657,10,5,4.057080848,0.653912434,train,train,train,train,test,train,train,train,train,train
GCF_003512625.1,0.350853375,0.267506992,0.267397261,0.267527644,0.205543996,0.340018094,10,5,4.057080848,0.034657359,train,train,train,train,test,train,train,train,train,train
GCF_003513435.1,0.251498578,0.083881809,0.083880581,0.267527644,0.239521533,0.46499604,10,5,4.057080848,1.004561131,train,train,train,train,test,train,train,train,train,train
GCF_003514535.1,0.350853375,0.071149178,0.071154781,0.267527644,0.160449596,0.257731795,10,5,4.057080848,0.300063715,train,train,train,train,test,train,train,train,train,train
GCF_003516235.1,0.383868949,0.34221704,0.342447103,0.350929612,0.29830806,0.390052468,10,1,4.06332724559989,0.407733636,test,train,train,train,train,train,train,train,train,train
GCF_003518825.1,0.383868949,0.191786122,0.191620043,0.350929612,0.467131078,0.645715415,10,1,4.06332724559989,0.206909606,test,train,train,train,train,train,train,train,train,train
GCF_003545675.1,0.251498578,1.094082295,1.094500522,0.267527644,0.627167888,0.523806155,10,5,4.057080848,1.611970187,train,train,train,train,test,train,train,train,train,train
GCF_003555505.1,0.466353886,0.090854761,0.090833073,0.34389792,0.18326203,1.257764101,10,4,4.014557272,0.128360589,train,train,train,test,train,train,train,train,train,train
GCF_003577845.1,0.251498578,0.684193836,0.683779403,0.267527644,0.371611329,0.524915457,10,5,4.057080848,2.100446002,train,train,train,train,test,train,train,train,train,train
GCF_003578925.1,0.251498578,0.546044899,0.545957137,0.267527644,0.440842322,0.524221659,10,5,4.057080848,2.310490602,train,train,train,train,test,train,train,train,train,train
GCF_003584725.1,0.251498578,0.047330905,0.04733157,0.267527644,0.108643031,-0.317306638,10,5,4.057080848,0.002888113,train,train,train,train,test,train,train,train,train,train
GCF_003609595.1,0.350853375,0.186939116,0.186847233,0.267527644,0.322295742,0.615949631,10,5,4.057080848,0.924196241,train,train,train,train,test,train,train,train,train,train
GCF_003614235.1,0.251498578,0.370032164,0.37027093,0.267527644,0.240755557,0.618557215,10,5,4.057080848,1.575334501,train,train,train,train,test,train,train,train,train,train
GCF_003633405.1,0.383868949,0.632949302,0.633242445,0.350929612,0.406430737,0.348354876,10,1,4.06332724559989,2.100446002,test,train,train,train,train,train,train,train,train,train
GCF_003635825.1,0.409685212,0.12455406,0.124581613,0.354442299,0.161459678,0.789264023,10,6,4.172196966,0.290019741,train,train,train,train,train,test,train,train,train,train
GCF_003688505.1,0.061630869,0.058214972,0.058124575,0.341808957,0.183587944,0.480946243,10,3,4.014557272,0.521163294,train,train,test,train,train,train,train,train,train,train
GCF_003693285.1,0.251498578,0.188391644,0.188514015,0.267527644,0.221981561,0.482882053,10,5,4.057080848,2.665950694,train,train,train,train,test,train,train,train,train,train
GCF_003725155.1,0.380958397,0.172446516,0.172480449,0.350929612,0.193472809,0.103587009,10,1,4.06332724559989,0.282917217,test,train,train,train,train,train,train,train,train,train
GCF_003788915.1,1.816156398,0.0861939,0.086182322,0.319966732,0.113108004,0.363943756,10,2,4.051421646,0.34657359,train,test,train,train,train,train,train,train,train,train
GCF_003790105.1,0.380958397,0.239867161,0.239951252,0.350929612,0.273604288,0.479577661,10,1,4.06332724559989,1.195081346,test,train,train,train,train,train,train,train,train,train
GCF_003840585.1,0.383868949,0.675360861,0.675845535,0.350929612,0.420699907,0.416002095,10,1,4.06332724559989,2.100446002,test,train,train,train,train,train,train,train,train,train
GCF_003932505.1,0.380958397,0.064086301,0.064077652,0.350929612,0.128390921,0.368744403,10,1,4.06332724559989,0.045009557,test,train,train,train,train,train,train,train,train,train
GCF_003932615.1,0.380958397,0.177861904,0.178017613,0.350929612,0.195982247,0.154018626,10,1,4.06332724559989,0.282917217,test,train,train,train,train,train,train,train,train,train
GCF_003940365.1,0.341045279,0.626036053,0.625640564,0.350929612,0.528410333,0.671902478,10,1,4.06332724559989,0.95,test,train,train,train,train,train,train,train,train,train
GCF_003947355.1,0.363464224,0.805154793,0.805142503,0.350929612,0.544525237,0.239285544,10,1,4.06332724559989,0.084736819,test,train,train,train,train,train,train,train,train,train
GCF_003959075.1,0.192411916,0.220962668,0.220951573,0.267527644,0.459134462,0.317023963,10,5,4.057080848,0.545785182,train,train,train,train,test,train,train,train,train,train
GCF_003959095.1,0.192411916,0.25500716,0.255096121,0.267527644,0.502410309,0.299197227,10,5,4.057080848,0.545785182,train,train,train,train,test,train,train,train,train,train
GCF_003959405.1,0.192411916,0.223613301,0.223610291,0.267527644,0.46204176,0.331036389,10,5,4.057080848,0.545785182,train,train,train,train,test,train,train,train,train,train
GCF_003959625.1,0.192411916,0.235209281,0.235148482,0.267527644,0.476452768,0.299824238,10,5,4.057080848,0.545785182,train,train,train,train,test,train,train,train,train,train
GCF_003985125.1,0.383868949,0.488829362,0.488889251,0.350929612,0.384180215,0.258771449,10,1,4.06332724559989,0.393358,test,train,train,train,train,train,train,train,train,train
GCF_003999925.1,0.341045279,0.421344525,0.421289236,0.350929612,0.370415216,0.663660288,10,1,4.06332724559989,1.17482573,test,train,train,train,train,train,train,train,train,train
GCF_004136375.1,0.380958397,0.231697539,0.231744293,0.350929612,0.241608772,0.166960806,10,1,4.06332724559989,0.154032707,test,train,train,train,train,train,train,train,train,train
